Nom latin,Classe,Ordre,Famille,Nom du gène,Nom de l'espèce,Synonymes,Forme,Type,Vitesse de croissance,Hauteur à maturité (m),Infradensité (tMS/m3),Potentiel allergisant
Manihot davisiae,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,davisiae,,Arbuste ou buisson,Feuillus,Inconnue,0,0.508,0
Manihot esculenta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,esculenta,,Grand arbuste,Feuillus,Rapide,3,0.508,0
Manihot grahamii,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,grahamii,,Grand arbuste,Feuillus,Rapide,4,0.508,0
Manihot subspicata,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,subspicata,,Arbuste ou buisson,Feuillus,Inconnue,0,0.508,0
Manilkara bidentata,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,bidentata,,Arbre,Feuillus,Lente,30,0.873,0
Manilkara dissecta,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,dissecta,,Arbre,Feuillus,Inconnue,15,0.995,0
Manilkara hexandra,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,hexandra,,Arbre,Feuillus,Lente,24,1.060,0
Manilkara hoshinoi,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,hoshinoi,,Grand arbuste,Feuillus,Inconnue,0,0.995,0
Manilkara jaimiqui,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,jaimiqui,,Grand arbuste,Feuillus,Moyenne,18,0.995,0
Manilkara jaimiqui ssp. emarginata,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,jaimiqui ssp. emarginata,Manilkara bahamensis,Arbre,Feuillus,Moyenne,13,0.995,0
Manilkara pleeana,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,pleeana,,Arbre,Feuillus,Moyenne,18,0.995,0
Manilkara subsericea,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,subsericea,,Grand arbuste,Feuillus,Inconnue,0,0.995,0
Manilkara udoido,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,udoido,,Grand arbuste,Feuillus,Inconnue,0,0.995,0
Manilkara valenzuela,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,valenzuela,,Arbre,Feuillus,Moyenne,18,0.995,0
Manilkara zapota,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,zapota,,Arbre,Feuillus,Lente,15,0.810,0
Mappia racemosa,Magnoliopsida,Celastrales,Icacinaceae,Mappia,racemosa,,Grand arbuste,Feuillus,Inconnue,10,0.577,0
Maranthes corymbosa,Magnoliopsida,Rosales,Chrysobalanaceae,Maranthes,corymbosa,,Arbre,Feuillus,Rapide,7,0.798,0
Margaritaria nobilis,Magnoliopsida,Euphorbiales,Euphorbiaceae,Margaritaria,nobilis,Phyllanthus nobilis,Grand arbuste,Feuillus,Rapide,14,0.622,0
Margaritopsis nutans,Magnoliopsida,Rubiales,Rubiaceae,Margaritopsis,nutans,Psychotria nutans,Arbuste ou buisson,Feuillus,Inconnue,2,0.636,0
Mariosousa willardiana,Magnoliopsida,Fabales,Fabaceae,Mariosousa,willardiana,,Grand arbuste,Feuillus,Inconnue,6,0.724,0
Markhamia lutea,Magnoliopsida,Scrophulariales,Bignoniaceae,Markhamia,lutea,,Arbre,Feuillus,Inconnue,12,0.474,0
Marlierea sintenisii,Magnoliopsida,Myrtales,Myrtaceae,Marlierea,sintenisii,Plinia sintenisii,Grand arbuste,Feuillus,Inconnue,3,0.810,0
Matayba apetala,Magnoliopsida,Sapindales,Sapindaceae,Matayba,apetala,,Arbre,Feuillus,Inconnue,12,0.513,0
Matayba domingensis,Magnoliopsida,Sapindales,Sapindaceae,Matayba,domingensis,Ratonia domingensis,Arbre,Feuillus,Inconnue,19,0.700,0
Matayba elegans,Magnoliopsida,Sapindales,Sapindaceae,Matayba,elegans,,Arbre,Feuillus,Moyenne,20,0.513,0
Matayba guianensis,Magnoliopsida,Sapindales,Sapindaceae,Matayba,guianensis,,Grand arbuste,Feuillus,Inconnue,0,0.820,0
Matayba purgans,Magnoliopsida,Sapindales,Sapindaceae,Matayba,purgans,,Grand arbuste,Feuillus,Inconnue,7,0.513,0
Matisia cordata,Magnoliopsida,Malvales,Malvaceae,Matisia,cordata,Quararibea cordata,Arbre,Feuillus,Lente,15,0.373,0
Matisia obliquifolia,Magnoliopsida,Malvales,Malvaceae,Matisia,obliquifolia,Quararibea obliquifolia,Arbre,Feuillus,Inconnue,14,0.442,0
Mauria heterophylla,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,heterophylla,,Arbre,Feuillus,Rapide,14,0.530,0
Maytenus boaria,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,Arbre,Feuillus,Moyenne,15,0.616,0
Maytenus cymosa,Magnoliopsida,Celastrales,Celastraceae,Maytenus,cymosa,,Arbre,Feuillus,Lente,7,0.603,0
Maytenus elongata,Magnoliopsida,Celastrales,Celastraceae,Maytenus,elongata,,Grand arbuste,Feuillus,Lente,4,0.603,0
Maytenus ilicifolia,Magnoliopsida,Celastrales,Celastraceae,Maytenus,ilicifolia,,Grand arbuste,Feuillus,Inconnue,0,0.725,0
Maytenus laevigata,Magnoliopsida,Celastrales,Celastraceae,Maytenus,laevigata,Maytenus elliptica,Grand arbuste,Feuillus,Lente,4,0.603,0
Maytenus obtusifolia,Magnoliopsida,Celastrales,Celastraceae,Maytenus,obtusifolia,,Grand arbuste,Feuillus,Inconnue,0,0.750,0
Maytenus ponceana,Magnoliopsida,Celastrales,Celastraceae,Maytenus,ponceana,,Grand arbuste,Feuillus,Lente,4,0.603,0
Maytenus robusta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,robusta,,Grand arbuste,Feuillus,Inconnue,0,0.770,0
Mecranium latifolium,Magnoliopsida,Myrtales,Melastomataceae,Mecranium,latifolium,Mecranium amygdalinum. Melastoma amygdalinum,Grand arbuste,Feuillus,Lente,7,0.673,0
Medinilla venosa,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,venosa,,Arbuste ou buisson,Feuillus,Inconnue,0,0.673,0
Medusanthera laxiflora,Magnoliopsida,Aquifoliales,Stemonuraceae,Medusanthera,laxiflora,Medusanthera carolinensis,Grand arbuste,Feuillus,Inconnue,15,0.625,0
Medusanthera samoensis,Magnoliopsida,Aquifoliales,Stemonuraceae,Medusanthera,samoensis,,Grand arbuste,Feuillus,Inconnue,15,0.625,0
Megaskepasma erythrochlamys,Magnoliopsida,Scrophulariales,Acanthaceae,Megaskepasma,erythrochlamys,,Grand arbuste,Feuillus,Moyenne,30,0.671,0
Melaleuca acuminata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,acuminata,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca alternifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,alternifolia,,Arbuste ou buisson,Feuillus,Moyenne,2,0.810,0
Melaleuca argentea,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,argentea,,Grand arbuste,Feuillus,Moyenne,5,0.870,0
Melaleuca armillaris,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,armillaris,,Grand arbuste,Feuillus,Inconnue,9,0.810,0
Melaleuca biconvexa,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,biconvexa,,Arbre,Feuillus,Moyenne,10,0.810,0
Melaleuca bracteata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,bracteata,,Arbre,Feuillus,Moyenne,15,0.870,0
Melaleuca cajuputi,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,cajuputi,,Arbre,Feuillus,Rapide,9,0.810,0
Melaleuca cajuputi ssp. Cumingiana,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,cajuputi ssp. Cumingiana,,Grand arbuste,Feuillus,Inconnue,0,0.810,0
Melaleuca dealbata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,dealbata,,Grand arbuste,Feuillus,Rapide,6,0.810,0
Melaleuca decora,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,decora,,Grand arbuste,Feuillus,Moyenne,7,0.810,0
Melaleuca decussata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,decussata,,Grand arbuste,Feuillus,Rapide,14,0.810,0
Melaleuca diosmifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,diosmifolia,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca ericifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,ericifolia,,Grand arbuste,Feuillus,Rapide,7,0.810,0
Melaleuca fulgens,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,fulgens,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca glomerata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,glomerata,,Arbuste ou buisson,Feuillus,Moyenne,1,0.672,0
Melaleuca halmaturorum,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,halmaturorum,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca huegelii,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,huegelii,,Arbuste ou buisson,Feuillus,Moyenne,1,0.810,0
Melaleuca hypericifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,hypericifolia,,Arbuste ou buisson,Feuillus,Moyenne,1,0.810,0
Melaleuca incana,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,incana,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca lanceolata,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,lanceolata,,Grand arbuste,Feuillus,Moyenne,7,0.810,0
Melaleuca lateritia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,lateritia,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca leucadendra,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,leucadendra,,Arbre,Feuillus,Moyenne,21,0.640,0
Melaleuca linariifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,linariifolia,,Grand arbuste,Feuillus,Rapide,5,0.682,0
Melaleuca minutifolia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,minutifolia,,Arbuste ou buisson,Feuillus,Moyenne,1,0.810,0
Melaleuca nesophila,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,nesophila,,Grand arbuste,Feuillus,Rapide,7,0.810,0
Melaleuca parvistaminea,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,parvistaminea,,Grand arbuste,Feuillus,Moyenne,3,0.810,0
Melaleuca preissiana,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,preissiana,,Arbuste ou buisson,Feuillus,Moyenne,2,0.810,0
Melaleuca quinquenervia,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,quinquenervia,Melaleuca leucadendron,Arbre,Feuillus,Moyenne,18,0.631,0
Melaleuca squamea,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,squamea,,Arbuste ou buisson,Feuillus,Moyenne,0,0.810,0
Melaleuca squarrosa,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,squarrosa,,Grand arbuste,Feuillus,Moyenne,3,0.810,0
Melaleuca styphelioides,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,styphelioides,,Arbre,Feuillus,Rapide,10,0.810,0
Melanococca tomentosa,Magnoliopsida,Sapindales,Anacardiaceae,Melanococca,tomentosa,Rhus taitensis,Grand arbuste,Feuillus,Inconnue,9,0.530,0
Melanolepis multiglandulosa,Magnoliopsida,Euphorbiales,Euphorbiaceae,Melanolepis,multiglandulosa,,Grand arbuste,Feuillus,Inconnue,13,0.340,0
Melastoma candidum,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,candidum,,Grand arbuste,Feuillus,Inconnue,5,0.673,0
Melastoma malabathricum,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,malabathricum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.440,0
Melastoma sanguineum,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,sanguineum,,Grand arbuste,Feuillus,Inconnue,8,0.673,0
Melia azedarach,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,Melia azedarach var. umbraculifera,Arbre,Feuillus,Rapide,15,0.438,1
Melicoccus bijugatus,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,bijugatus,Melicoccus bijuga,Arbre,Feuillus,Moyenne,18,0.513,0
Melicoccus oliviformis,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,oliviformis,,Arbre,Feuillus,Moyenne,19,0.513,0
Melicoccus oliviformis ssp. oliviformis,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,oliviformis ssp. oliviformis,Talisia oliviformis,Arbre,Feuillus,Lente,22,0.513,0
Melicope adscendens,Magnoliopsida,Sapindales,Rutaceae,Melicope,adscendens,Pelea adscendens,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope anisata,Magnoliopsida,Sapindales,Rutaceae,Melicope,anisata,Pelea anisata var. haupuana. Pelea anisata,Grand arbuste,Feuillus,Inconnue,7,0.640,0
Melicope balloui,Magnoliopsida,Sapindales,Rutaceae,Melicope,balloui,Pelea ukeleteensis. Pelea balloui. Pelea mannii. Pelea olowaluensis,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope barbigera,Magnoliopsida,Sapindales,Rutaceae,Melicope,barbigera,Pelea barbigera,Arbre,Feuillus,Inconnue,7,0.640,0
Melicope christophersenii,Magnoliopsida,Sapindales,Rutaceae,Melicope,christophersenii,Pelea storeyana. Pelea kauaensis. Pelea christophersenii,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope cinerea,Magnoliopsida,Sapindales,Rutaceae,Melicope,cinerea,Pelea cinerea. Pelea cinerea var. skottsbergii. Pelea cinerea var. mauiana,Grand arbuste,Feuillus,Inconnue,7,0.640,0
Melicope clusiifolia,Magnoliopsida,Sapindales,Rutaceae,Melicope,clusiifolia,Pelea clusiifolia var. crassiloba. Pelea clusiifolia ssp. sapotifolia. Pelea pickeringii var. citriodorata. Pelea clusiifolia var. auriculifolia. Pelea clusiifolia var. fauriei. Pelea clusiifolia. Pelea clusiifolia ssp. dumosa. Pelea clusiifolia ssp. cookeana. Pelea clusiifolia var. dumosa. Pelea clusiifolia var. cuneata. Pelea clusiifolia var. ecuneata. Pelea clusiifolia var. pickeringii. Pelea pickeringii,Grand arbuste,Feuillus,Inconnue,9,0.640,0
Melicope cornuta,Magnoliopsida,Sapindales,Rutaceae,Melicope,cornuta,,Grand arbuste,Feuillus,Inconnue,7,0.640,0
Melicope cruciata,Magnoliopsida,Sapindales,Rutaceae,Melicope,cruciata,Pelea cruciata,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope degeneri,Magnoliopsida,Sapindales,Rutaceae,Melicope,degeneri,Pelea degeneri,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope denhamii,Magnoliopsida,Sapindales,Rutaceae,Melicope,denhamii,Euodia nitida,Grand arbuste,Feuillus,Inconnue,19,0.640,0
Melicope elleryana,Magnoliopsida,Sapindales,Rutaceae,Melicope,elleryana,,Grand arbuste,Feuillus,Rapide,6,0.524,0
Melicope elliptica,Magnoliopsida,Sapindales,Rutaceae,Melicope,elliptica,Pelea elliptica. Pelea elliptica var. mauiensis,Grand arbuste,Feuillus,Inconnue,6,0.640,0
Melicope feddei,Magnoliopsida,Sapindales,Rutaceae,Melicope,feddei,Pelea feddei. Pelea paludosa. Pelea wainihaensis. Pelea gayana,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope haleakalae,Magnoliopsida,Sapindales,Rutaceae,Melicope,haleakalae,Pelea haleakalae. Pelea clusiifolia var. minor,Arbuste ou buisson,Feuillus,Inconnue,2,0.640,0
Melicope haupuensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,haupuensis,Pelea haupuensis,Arbre,Feuillus,Inconnue,7,0.640,0
Melicope hawaiensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,hawaiensis,Pelea hawaiensis var. sulfurea. Pelea hawaiensis. Pelea hawaiensis var. gaudichaudii. Pelea hawaiensis var. brighamii. Pelea hawaiensis var. molokaiana. Pelea hawaiensis var. racemiflora. Pelea hawaiensis var. rubra. Pelea hawaiensis var. pilosa. Pelea kilaueaensis. Pelea hawaiensis var. remyana,Grand arbuste,Feuillus,Inconnue,6,0.640,0
Melicope hosakae,Magnoliopsida,Sapindales,Rutaceae,Melicope,hosakae,Melicope honoluluensis. Pelea hosakae. Pelea honoluluensis,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope kaalaensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,kaalaensis,Pelea kaalaensis,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope kavaiensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,kavaiensis,Pelea lohiauana. Melicope lohiauana. Pelea kavaiensis. Pelea recurvata. Pelea pluvialis,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope knudsenii,Magnoliopsida,Sapindales,Rutaceae,Melicope,knudsenii,Pelea tomentosa. Pelea knudsenii. Pelea multiflora,Arbre,Feuillus,Inconnue,7,0.640,0
Melicope latifolia,Magnoliopsida,Sapindales,Rutaceae,Melicope,latifolia,,Grand arbuste,Feuillus,Inconnue,0,0.400,0
Melicope lydgatei,Magnoliopsida,Sapindales,Rutaceae,Melicope,lydgatei,Pelea descendens. Pelea semiternata. Pelea apoda. Pelea parvifolia var. sessilis. Pelea parvifolia var. apoda. Pelea lydgatei,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope macropus,Magnoliopsida,Sapindales,Rutaceae,Melicope,macropus,Pelea macropus,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope makahae,Magnoliopsida,Sapindales,Rutaceae,Melicope,makahae,Pelea makahae,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope molokaiensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,molokaiensis,Pelea molokaiensis. Pelea foetida. Pelea stellata,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope mucronulata,Magnoliopsida,Sapindales,Rutaceae,Melicope,mucronulata,Pelea mucronulata,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope nealae,Magnoliopsida,Sapindales,Rutaceae,Melicope,nealae,Pelea nealiae,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope oahuensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,oahuensis,Pelea oahuensis. Pelea lucens,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope obovata,Magnoliopsida,Sapindales,Rutaceae,Melicope,obovata,Pelea obovata,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope orbicularis,Magnoliopsida,Sapindales,Rutaceae,Melicope,orbicularis,Pelea orbicularis var. tonsa. Pelea orbicularis,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope ovalis,Magnoliopsida,Sapindales,Rutaceae,Melicope,ovalis,Pelea ovalis,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope ovata,Magnoliopsida,Sapindales,Rutaceae,Melicope,ovata,Pelea glabra. Pelea ovata,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope palawensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,palawensis,Euodia palawensis,Grand arbuste,Feuillus,Inconnue,19,0.640,0
Melicope pallida,Magnoliopsida,Sapindales,Rutaceae,Melicope,pallida,Pelea pallida. Pelea leveillei,Arbre,Feuillus,Inconnue,7,0.640,0
Melicope paniculata,Magnoliopsida,Sapindales,Rutaceae,Melicope,paniculata,Pelea paniculata,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope peduncularis,Magnoliopsida,Sapindales,Rutaceae,Melicope,peduncularis,Pelea peduncularis. Pelea peduncularis var. quadrata. Pelea peduncularis var. cordata. Pelea wawraeana var. tenuifolia. Pelea peduncularis var. nummularia. Pelea niuensis. Pelea peduncularis var. pauciflora. Pelea paloloensis. Pelea peduncularis var. ternifolia. Pelea waimeaensis. Pelea peduncularis var. niuensis. Pelea peduncularis var. paloloensis,Arbuste ou buisson,Feuillus,Inconnue,2,0.640,0
Melicope pseudoanisata,Magnoliopsida,Sapindales,Rutaceae,Melicope,pseudoanisata,Pelea pseudoanisata var. oblanceolata. Melicope puauluensis. Pelea puauluensis. Pelea cauliflora. Pelea pseudoanisata,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope puberula,Magnoliopsida,Sapindales,Rutaceae,Melicope,puberula,Pelea puberula,Grand arbuste,Feuillus,Inconnue,6,0.640,0
Melicope quadrangularis,Magnoliopsida,Sapindales,Rutaceae,Melicope,quadrangularis,Pelea quadrangularis,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope radiata,Magnoliopsida,Sapindales,Rutaceae,Melicope,radiata,Pelea radiata. Pelea lanceolata. Pelea scandens. Pelea punaensis,Grand arbuste,Feuillus,Inconnue,3,0.640,0
Melicope reflexa,Magnoliopsida,Sapindales,Rutaceae,Melicope,reflexa,Pelea reflexa,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope remyi,Magnoliopsida,Sapindales,Rutaceae,Melicope,remyi,,Grand arbuste,Feuillus,Inconnue,7,0.640,0
Melicope rostrata,Magnoliopsida,Sapindales,Rutaceae,Melicope,rostrata,,Grand arbuste,Feuillus,Inconnue,7,0.640,0
Melicope rotundifolia,Magnoliopsida,Sapindales,Rutaceae,Melicope,rotundifolia,Pelea rotundifolia,Grand arbuste,Feuillus,Inconnue,6,0.640,0
Melicope saint-johnii,Magnoliopsida,Sapindales,Rutaceae,Melicope,saint-johnii,Pelea saint-johnii var. elongata. Pelea elongata. Pelea saint-johnii,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope sandwicensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,sandwicensis,Pelea sandwicensis. Pelea cinereops. Melicope cinereops,Grand arbuste,Feuillus,Inconnue,6,0.640,0
Melicope spathulata,Magnoliopsida,Sapindales,Rutaceae,Melicope,spathulata,,Grand arbuste,Feuillus,Inconnue,12,0.640,0
Melicope trichantha,Magnoliopsida,Sapindales,Rutaceae,Melicope,trichantha,Euodia trichantha,Grand arbuste,Feuillus,Inconnue,39,0.640,0
Melicope volcanica,Magnoliopsida,Sapindales,Rutaceae,Melicope,volcanica,Pelea volcanica. Pelea grandifolia var. lianoides. Pelea grandifolia var. hualalaiensis. Pelea grandifolia var. montana. Pelea grandifolia var. ovalifolia. Pelea grandifolia. Pelea oblongifolia. Pelea oblongifolia var. manukaensis. Pelea anapanapaensis. Pelea volcanica var. kohalae. Pelea manukaensis. Pelea grandifolia var. terminalis. Pelea kipahuluensis. Pelea ahiaensis,Arbre,Feuillus,Inconnue,7,0.640,0
Melicope waialealae,Magnoliopsida,Sapindales,Rutaceae,Melicope,waialealae,Pelea waialealae var. pubescens. Pelea waialealae. Pelea waialealae var. latior,Arbuste ou buisson,Feuillus,Inconnue,1,0.640,0
Melicope wailauensis,Magnoliopsida,Sapindales,Rutaceae,Melicope,wailauensis,Pelea wailauensis,Arbuste ou buisson,Feuillus,Inconnue,0,0.640,0
Melicope wawraeana,Magnoliopsida,Sapindales,Rutaceae,Melicope,wawraeana,Pelea hiiakae. Pelea wahiawaensis. Pelea wawraeana. Pelea wawraeana var. pubens. Melicope lakae. Pelea lakae. Pelea waipioensis. Melicope hiiakae,Grand arbuste,Feuillus,Inconnue,4,0.640,0
Melicope zahlbruckneri,Magnoliopsida,Sapindales,Rutaceae,Melicope,zahlbruckneri,Pelea zahlbruckneri,Arbre,Feuillus,Inconnue,12,0.640,0
Melicytus samoensis,Magnoliopsida,Violales,Violaceae,Melicytus,samoensis,,Grand arbuste,Feuillus,Inconnue,9,0.649,0
Meliosma alba,Magnoliopsida,Ranunculales,Sabiaceae,Meliosma,alba,,Arbre,Feuillus,Inconnue,12,0.506,0
Meliosma frondosa,Magnoliopsida,Ranunculales,Sabiaceae,Meliosma,frondosa,,Arbre,Feuillus,Rapide,10,0.506,0
Meliosma herbertii,Magnoliopsida,Ranunculales,Sabiaceae,Meliosma,herbertii,,Arbre,Feuillus,Inconnue,18,0.420,0
Meliosma obtusifolia,Magnoliopsida,Ranunculales,Sabiaceae,Meliosma,obtusifolia,,Arbre,Feuillus,Inconnue,19,0.506,0
Melochia aristata,Magnoliopsida,Malvales,Sterculiaceae,Melochia,aristata,,Arbuste ou buisson,Feuillus,Inconnue,0,0.570,0
Melochia tomentosa,Magnoliopsida,Malvales,Sterculiaceae,Melochia,tomentosa,,Arbuste ou buisson,Feuillus,Inconnue,1,0.570,0
Melochia umbellata,Magnoliopsida,Malvales,Sterculiaceae,Melochia,umbellata,Melochia indica,Grand arbuste,Feuillus,Rapide,15,0.320,0
Melochia villosissima,Magnoliopsida,Malvales,Sterculiaceae,Melochia,villosissima,Melochia villosissima v. compacta,Arbuste ou buisson,Feuillus,Inconnue,0,0.570,0
Menodora spinescens,Magnoliopsida,Scrophulariales,Oleaceae,Menodora,spinescens,Menodora spinescens var. mohavensis,Arbuste ou buisson,Feuillus,Inconnue,0,0.641,0
Meriania glabra,Magnoliopsida,Myrtales,Melastomataceae,Meriania,glabra,,Grand arbuste,Feuillus,Inconnue,0,0.673,0
Meriania nobilis,Magnoliopsida,Myrtales,Melastomataceae,Meriania,nobilis,,Arbre,Feuillus,Moyenne,10,0.673,0
Meriania speciosa,Magnoliopsida,Myrtales,Melastomataceae,Meriania,speciosa,,Grand arbuste,Feuillus,Moyenne,6,0.673,0
Merrilliodendron megacarpum,Magnoliopsida,Celastrales,Icacinaceae,Merrilliodendron,megacarpum,,Grand arbuste,Feuillus,Inconnue,0,0.577,0
Meryta macrophylla,Magnoliopsida,Apiales,Araliaceae,Meryta,macrophylla,,Grand arbuste,Feuillus,Inconnue,6,0.429,0
Meryta senfftiana,Magnoliopsida,Apiales,Araliaceae,Meryta,senfftiana,,Grand arbuste,Feuillus,Inconnue,6,0.429,0
Meryta sinclairii,Magnoliopsida,Apiales,Araliaceae,Meryta,sinclairii,,Grand arbuste,Feuillus,Rapide,2,0.429,0
Mespilus germanica,Magnoliopsida,Rosales,Rosaceae,Mespilus,germanica,,Grand arbuste,Feuillus,Inconnue,6,0.598,0
Mesua ferrea,Magnoliopsida,Malpighiales,Calophyllaceae,Mesua,ferrea,,Arbre,Feuillus,Lente,29,0.920,0
Mesua pacifica,Magnoliopsida,Malpighiales,Calophyllaceae,Mesua,pacifica,Kayea pacifica,Grand arbuste,Feuillus,Inconnue,0,0.570,0
Metasequoia glyptostroboides,Pinopsida,Pinales,Taxodiaceae,Metasequoia,glyptostroboides,,Arbre,Résineux,Rapide,30,0.284,0
Metopium toxiferum,Magnoliopsida,Sapindales,Anacardiaceae,Metopium,toxiferum,Amyris toxifera,Grand arbuste,Feuillus,Moyenne,14,0.510,0
Metrodorea nigra,Magnoliopsida,Sapindales,Rutaceae,Metrodorea,nigra,,Grand arbuste,Feuillus,Inconnue,0,0.640,0
Metrosideros excelsa,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,excelsa,,Arbre,Feuillus,Inconnue,19,0.810,0
